index,L,R,P_high,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19
794,3.39 ,0.21 ,5.00 ,0.000982910 ,0.000980620 ,0.000978810 ,0.000977250 ,0.000975800 ,0.000974430 ,0.000973090 ,0.000971770 ,0.000970450 ,0.000969110 ,0.000967750 ,0.000966370 ,0.000964950 ,0.000963510 ,0.000962030 ,0.000960520 ,0.000958970 ,0.000957380 ,0.000955760 
572,4.31 ,0.11 ,18.00 ,0.000992610 ,0.000991910 ,0.000991210 ,0.000990520 ,0.000989830 ,0.000989140 ,0.000988430 ,0.000987710 ,0.000986960 ,0.000986190 ,0.000985410 ,0.003504280 ,0.170379830 ,0.268588300 ,0.305345490 ,0.319918120 ,0.325847340 ,0.328282780 ,0.329286570 
352,4.44 ,0.19 ,18.00 ,0.000992730 ,0.000992040 ,0.000991340 ,0.000990660 ,0.000989980 ,0.000989290 ,0.000988590 ,0.000987870 ,0.000987140 ,0.000986380 ,0.000985600 ,0.001010870 ,0.094414390 ,0.240171130 ,0.294428700 ,0.315529520 ,0.324051650 ,0.327543220 ,0.328981130 
111,4.97 ,0.23 ,5.00 ,0.000989270 ,0.000987440 ,0.000986000 ,0.000984800 ,0.000983740 ,0.000982770 ,0.000981880 ,0.000981010 ,0.000980160 ,0.000979310 ,0.000978460 ,0.000977600 ,0.000976710 ,0.000975810 ,0.000974880 ,0.000973930 ,0.000972950 ,0.000971950 ,0.000970910 
929,3.10 ,0.12 ,6.00 ,0.000983100 ,0.000981200 ,0.000979550 ,0.000978040 ,0.000976620 ,0.000975240 ,0.000973880 ,0.000972520 ,0.000971140 ,0.000969750 ,0.000968320 ,0.000966870 ,0.000965380 ,0.000963870 ,0.000962310 ,0.000960720 ,0.000959100 ,0.000957430 ,0.000955730 
724,4.97 ,0.28 ,19.00 ,0.000993420 ,0.000992760 ,0.000992110 ,0.000991480 ,0.000990850 ,0.000990210 ,0.000989560 ,0.000988890 ,0.000988200 ,0.000987490 ,0.000986760 ,0.000986020 ,0.001607890 ,0.150919970 ,0.261917070 ,0.302883870 ,0.318970210 ,0.325476630 ,0.328136970 
346,4.25 ,0.18 ,18.00 ,0.000992560 ,0.000991850 ,0.000991150 ,0.000990450 ,0.000989770 ,0.000989070 ,0.000988360 ,0.000987630 ,0.000986880 ,0.000986110 ,0.000985410 ,0.014782370 ,0.197004860 ,0.278347210 ,0.309163290 ,0.321464170 ,0.326481590 ,0.328544240 ,0.329394610 
97,3.06 ,0.25 ,18.00 ,0.000991290 ,0.000990550 ,0.000989800 ,0.000989040 ,0.000988280 ,0.000987510 ,0.000986720 ,0.001624960 ,0.147199730 ,0.260089050 ,0.302048830 ,0.318589090 ,0.325304810 ,0.328061410 ,0.329197320 ,0.329666060 ,0.329859610 ,0.329939580 ,0.329972650 
309,4.73 ,0.22 ,11.00 ,0.000991370 ,0.000990380 ,0.000989420 ,0.000988530 ,0.000987690 ,0.000986850 ,0.000986020 ,0.000985170 ,0.000984310 ,0.000983430 ,0.000982520 ,0.000981590 ,0.000980640 ,0.000979660 ,0.000978660 ,0.000977620 ,0.000976560 ,0.000975480 ,0.000974370 
398,2.44 ,0.24 ,14.00 ,0.000988430 ,0.000987510 ,0.000986550 ,0.000985600 ,0.000984650 ,0.000983690 ,0.000982710 ,0.000993510 ,0.034142020 ,0.204406700 ,0.279520740 ,0.309104830 ,0.321239770 ,0.326308130 ,0.328439440 ,0.329338000 ,0.329717290 ,0.329877510 ,0.329945230 
965,2.03 ,0.25 ,8.00 ,0.000980910 ,0.000979370 ,0.000977860 ,0.000976380 ,0.000974930 ,0.000973480 ,0.000972010 ,0.000970530 ,0.000969010 ,0.000967470 ,0.000965890 ,0.000964680 ,0.001205630 ,0.029196490 ,0.182726370 ,0.266615370 ,0.302274870 ,0.317736840 ,0.324545440 
396,2.38 ,0.15 ,11.00 ,0.000985990 ,0.000984860 ,0.000983710 ,0.000982570 ,0.000981450 ,0.000980310 ,0.000979170 ,0.000977990 ,0.000976800 ,0.000975900 ,0.001802900 ,0.093935730 ,0.231732660 ,0.288992340 ,0.312536670 ,0.322495410 ,0.326760760 ,0.328596790 ,0.329388880 
940,4.49 ,0.17 ,15.00 ,0.000992050 ,0.000991250 ,0.000990460 ,0.000989700 ,0.000988960 ,0.000988210 ,0.000987450 ,0.000986670 ,0.000985870 ,0.000985060 ,0.000984210 ,0.000983350 ,0.000982460 ,0.000981550 ,0.000983930 ,0.031353090 ,0.205740940 ,0.280625550 ,0.309744170 
953,3.21 ,0.18 ,17.00 ,0.000991100 ,0.000990330 ,0.000989550 ,0.000988770 ,0.000987990 ,0.000987200 ,0.000986400 ,0.000985570 ,0.001189630 ,0.121664040 ,0.249965210 ,0.297980830 ,0.316889530 ,0.324583820 ,0.327753680 ,0.329065410 ,0.329609130 ,0.329834690 ,0.329928320 
590,4.31 ,0.19 ,5.00 ,0.000987120 ,0.000985120 ,0.000983540 ,0.000982190 ,0.000981000 ,0.000979890 ,0.000978830 ,0.000977800 ,0.000976780 ,0.000975760 ,0.000974720 ,0.000973670 ,0.000972590 ,0.000971480 ,0.000970360 ,0.000969200 ,0.000968010 ,0.000966790 ,0.000965540 
994,2.93 ,0.17 ,17.00 ,0.000990720 ,0.000989950 ,0.000989150 ,0.000988360 ,0.000987560 ,0.000986750 ,0.000985920 ,0.001074210 ,0.102968890 ,0.242517470 ,0.295078810 ,0.315706440 ,0.324092920 ,0.327548950 ,0.328980110 ,0.329573830 ,0.329820340 ,0.329922740 ,0.329965310 
537,4.23 ,0.28 ,11.00 ,0.000990420 ,0.000989400 ,0.000988410 ,0.000987470 ,0.000986570 ,0.000985680 ,0.000984790 ,0.000983880 ,0.000982960 ,0.000982010 ,0.000981040 ,0.000980040 ,0.000979020 ,0.000977970 ,0.000976890 ,0.000975790 ,0.000974650 ,0.000973490 ,0.000972300 
382,3.59 ,0.30 ,20.00 ,0.000992440 ,0.000991780 ,0.000991100 ,0.000990420 ,0.000989740 ,0.000989050 ,0.000988340 ,0.000989320 ,0.069651460 ,0.231639040 ,0.291581500 ,0.314522760 ,0.323691880 ,0.327417110 ,0.328939430 ,0.329562810 ,0.329818290 ,0.329923060 ,0.329966040 
766,3.90 ,0.22 ,11.00 ,0.000989730 ,0.000988690 ,0.000987670 ,0.000986700 ,0.000985760 ,0.000984830 ,0.000983900 ,0.000982940 ,0.000981970 ,0.000980980 ,0.000979960 ,0.000978920 ,0.000977850 ,0.000976750 ,0.000975620 ,0.000974460 ,0.000973280 ,0.000972180 ,0.001397030 
598,4.40 ,0.25 ,5.00 ,0.000987440 ,0.000985460 ,0.000983900 ,0.000982570 ,0.000981400 ,0.000980310 ,0.000979280 ,0.000978270 ,0.000977280 ,0.000976280 ,0.000975270 ,0.000974240 ,0.000973190 ,0.000972120 ,0.000971010 ,0.000969890 ,0.000968720 ,0.000967540 ,0.000966320 
974,3.93 ,0.29 ,8.00 ,0.000988260 ,0.000986940 ,0.000985690 ,0.000984540 ,0.000983450 ,0.000982380 ,0.000981340 ,0.000980280 ,0.000979210 ,0.000978110 ,0.000976990 ,0.000975850 ,0.000974670 ,0.000973480 ,0.000972240 ,0.000970980 ,0.000969690 ,0.000968360 ,0.000967010 
351,3.51 ,0.11 ,8.00 ,0.000987000 ,0.000985610 ,0.000984300 ,0.000983080 ,0.000981920 ,0.000980790 ,0.000979660 ,0.000978520 ,0.000977360 ,0.000976180 ,0.000974980 ,0.000973740 ,0.000972480 ,0.000971180 ,0.000969860 ,0.000968500 ,0.000967110 ,0.000965690 ,0.000964230 
117,1.92 ,0.14 ,15.00 ,0.000988110 ,0.000987220 ,0.000986280 ,0.000985340 ,0.000984740 ,0.005209270 ,0.164178670 ,0.264562720 ,0.303261020 ,0.318885590 ,0.325349980 ,0.328049100 ,0.329179800 ,0.329654050 ,0.329853080 ,0.329936640 ,0.329971740 ,0.329986500 ,0.329992710 
982,3.19 ,0.26 ,10.00 ,0.000987470 ,0.000986300 ,0.000985140 ,0.000984030 ,0.000982950 ,0.000981880 ,0.000980800 ,0.000979700 ,0.000978590 ,0.000977440 ,0.000976270 ,0.000975070 ,0.000973840 ,0.000972580 ,0.000971290 ,0.000970210 ,0.001487830 ,0.076110890 ,0.222076650 
174,3.48 ,0.15 ,7.00 ,0.000985920 ,0.000984370 ,0.000982950 ,0.000981640 ,0.000980390 ,0.000979190 ,0.000977990 ,0.000976790 ,0.000975570 ,0.000974330 ,0.000973070 ,0.000971780 ,0.000970460 ,0.000969100 ,0.000967720 ,0.000966300 ,0.000964850 ,0.000963360 ,0.000961840 
120,4.53 ,0.28 ,14.00 ,0.000991870 ,0.000991030 ,0.000990200 ,0.000989410 ,0.000988640 ,0.000987870 ,0.000987100 ,0.000986300 ,0.000985490 ,0.000984650 ,0.000983790 ,0.000982910 ,0.000982000 ,0.000981070 ,0.000980120 ,0.000979150 ,0.001728960 ,0.129449080 ,0.251144900 
519,4.68 ,0.23 ,6.00 ,0.000989390 ,0.000987840 ,0.000986510 ,0.000985340 ,0.000984270 ,0.000983280 ,0.000982320 ,0.000981380 ,0.000980450 ,0.000979500 ,0.000978540 ,0.000977550 ,0.000976550 ,0.000975510 ,0.000974450 ,0.000973370 ,0.000972250 ,0.000971110 ,0.000969930 
730,4.74 ,0.19 ,10.00 ,0.000991110 ,0.000990060 ,0.000989050 ,0.000988110 ,0.000987230 ,0.000986370 ,0.000985510 ,0.000984640 ,0.000983760 ,0.000982860 ,0.000981930 ,0.000980980 ,0.000980010 ,0.000979010 ,0.000977980 ,0.000976930 ,0.000975850 ,0.000974740 ,0.000973610 
772,3.94 ,0.16 ,11.00 ,0.000989810 ,0.000988770 ,0.000987750 ,0.000986790 ,0.000985850 ,0.000984930 ,0.000984000 ,0.000983050 ,0.000982090 ,0.000981100 ,0.000980090 ,0.000979050 ,0.000977980 ,0.000976890 ,0.000975770 ,0.000974620 ,0.000973440 ,0.000972250 ,0.001050620 
927,3.47 ,0.18 ,13.00 ,0.000989800 ,0.000988860 ,0.000987920 ,0.000987010 ,0.000986120 ,0.000985220 ,0.000984300 ,0.000983370 ,0.000982420 ,0.000981440 ,0.000980440 ,0.000979410 ,0.000978710 ,0.003583240 ,0.146319360 ,0.256568320 ,0.299731920 ,0.317294290 ,0.324625280 
793,2.16 ,0.22 ,16.00 ,0.000989190 ,0.000988340 ,0.000987470 ,0.000986590 ,0.000985700 ,0.001166540 ,0.110712550 ,0.244915200 ,0.295832580 ,0.315952770 ,0.324172730 ,0.327574000 ,0.328987810 ,0.329576450 ,0.329821700 ,0.329923920 ,0.329966540 ,0.329984330 ,0.329991770 
571,3.20 ,0.11 ,13.00 ,0.000989330 ,0.000988380 ,0.000987420 ,0.000986490 ,0.000985570 ,0.000984640 ,0.000983700 ,0.000982740 ,0.000981760 ,0.000980750 ,0.000979720 ,0.000980530 ,0.011153740 ,0.178833330 ,0.269348490 ,0.304891370 ,0.319446470 ,0.325535430 ,0.328103670 
983,1.18 ,0.20 ,10.00 ,0.000980600 ,0.000979290 ,0.000977920 ,0.000976650 ,0.001147720 ,0.039219970 ,0.197613310 ,0.274469620 ,0.306218790 ,0.319704690 ,0.325522590 ,0.328048230 ,0.329147480 ,0.329626500 ,0.329835420 ,0.329926620 ,0.329966450 ,0.329983870 ,0.329991500 
374,3.64 ,0.25 ,16.00 ,0.000991290 ,0.000990500 ,0.000989700 ,0.000988920 ,0.000988140 ,0.000987360 ,0.000986560 ,0.000985740 ,0.000984890 ,0.000984030 ,0.000996070 ,0.067580750 ,0.227084640 ,0.289041190 ,0.313226330 ,0.323052120 ,0.327107830 ,0.328791580 ,0.329492110 
733,3.69 ,0.30 ,14.00 ,0.000990630 ,0.000989750 ,0.000988870 ,0.000988020 ,0.000987190 ,0.000986350 ,0.000985490 ,0.000984620 ,0.000983720 ,0.000982800 ,0.000981860 ,0.000980890 ,0.000982330 ,0.020931730 ,0.195309930 ,0.276257180 ,0.307859200 ,0.320748600 ,0.326110680 
395,1.88 ,0.29 ,14.00 ,0.000987320 ,0.000986380 ,0.000985380 ,0.000984390 ,0.000983400 ,0.001183670 ,0.087856000 ,0.232942090 ,0.290572340 ,0.313596510 ,0.323109650 ,0.327094440 ,0.328771990 ,0.329479570 ,0.329778260 ,0.329904410 ,0.329957740 ,0.329980290 ,0.329989840 
123,1.89 ,0.23 ,5.00 ,0.000971480 ,0.000968770 ,0.000966580 ,0.000964550 ,0.000962560 ,0.000960610 ,0.000958650 ,0.000956660 ,0.000954670 ,0.000952640 ,0.000950570 ,0.000948480 ,0.000946330 ,0.000944140 ,0.000941930 ,0.000939660 ,0.000937350 ,0.000935450 ,0.000950740 
773,1.27 ,0.13 ,20.00 ,0.000990010 ,0.001256240 ,0.136615040 ,0.257527490 ,0.301500510 ,0.318535980 ,0.325352330 ,0.328111130 ,0.329231770 ,0.329687370 ,0.329872620 ,0.329947900 ,0.329978490 ,0.329990910 ,0.329995950 ,0.329998000 ,0.329998840 ,0.329999180 ,0.329999330 
533,3.91 ,0.18 ,19.00 ,0.000992460 ,0.000991780 ,0.000991090 ,0.000990400 ,0.000989720 ,0.000989020 ,0.000988310 ,0.000987580 ,0.000986830 ,0.002403570 ,0.163121730 ,0.266264410 ,0.304540860 ,0.319630020 ,0.325744570 ,0.328247400 ,0.329275550 ,0.329698480 ,0.329872570 
365,2.57 ,0.15 ,14.00 ,0.000988740 ,0.000987810 ,0.000986860 ,0.000985930 ,0.000984990 ,0.000984050 ,0.000983080 ,0.000982120 ,0.001903640 ,0.130338860 ,0.251157710 ,0.297844660 ,0.316615720 ,0.324383560 ,0.327634300 ,0.329000380 ,0.329575430 ,0.329817710 ,0.329919850 
971,2.87 ,0.22 ,7.00 ,0.000983300 ,0.000981650 ,0.000980130 ,0.000978700 ,0.000977320 ,0.000975960 ,0.000974610 ,0.000973250 ,0.000971880 ,0.000970470 ,0.000969040 ,0.000967570 ,0.000966070 ,0.000964540 ,0.000962970 ,0.000961370 ,0.000959730 ,0.000958060 ,0.000956350 
137,2.83 ,0.19 ,12.00 ,0.000987950 ,0.000986920 ,0.000985870 ,0.000984850 ,0.000983840 ,0.000982830 ,0.000981800 ,0.000980750 ,0.000979680 ,0.000978580 ,0.000977500 ,0.001364300 ,0.089047710 ,0.231371250 ,0.289351240 ,0.312870740 ,0.322712050 ,0.326884770 ,0.328663120 
565,3.26 ,0.14 ,9.00 ,0.000986910 ,0.000985640 ,0.000984400 ,0.000983230 ,0.000982090 ,0.000980970 ,0.000979850 ,0.000978710 ,0.000977550 ,0.000976370 ,0.000975160 ,0.000973920 ,0.000972650 ,0.000971350 ,0.000970010 ,0.000968650 ,0.000967250 ,0.000965840 ,0.000974050 
961,3.66 ,0.28 ,13.00 ,0.000990170 ,0.000989240 ,0.000988310 ,0.000987420 ,0.000986540 ,0.000985670 ,0.000984780 ,0.000983870 ,0.000982940 ,0.000981980 ,0.000981000 ,0.000980000 ,0.000978970 ,0.000979040 ,0.008720310 ,0.173890780 ,0.267512950 ,0.304175180 ,0.319157110 
544,4.65 ,0.23 ,16.00 ,0.000992510 ,0.000991750 ,0.000991000 ,0.000990280 ,0.000989570 ,0.000988860 ,0.000988130 ,0.000987390 ,0.000986630 ,0.000985850 ,0.000985040 ,0.000984220 ,0.000983360 ,0.000982500 ,0.002531100 ,0.154958310 ,0.262097230 ,0.302572180 ,0.318703930 
936,4.58 ,0.28 ,19.00 ,0.000993100 ,0.000992430 ,0.000991760 ,0.000991110 ,0.000990460 ,0.000989800 ,0.000989130 ,0.000988440 ,0.000987730 ,0.000987000 ,0.000986250 ,0.003462330 ,0.174155230 ,0.270369180 ,0.306159230 ,0.320291310 ,0.326017880 ,0.328360270 ,0.329321630 
771,2.22 ,0.17 ,15.00 ,0.000988690 ,0.000987810 ,0.000986890 ,0.000985970 ,0.000985050 ,0.000984150 ,0.002619030 ,0.146692890 ,0.258084380 ,0.300750900 ,0.317873850 ,0.324935460 ,0.327877950 ,0.329108650 ,0.329624140 ,0.329840210 ,0.329930820 ,0.329968850 ,0.329984820 
997,2.90 ,0.14 ,18.00 ,0.000991080 ,0.000990340 ,0.000989570 ,0.000988810 ,0.000988040 ,0.000987250 ,0.000987760 ,0.039723920 ,0.214772510 ,0.284827690 ,0.311692230 ,0.322482820 ,0.326897910 ,0.328716400 ,0.329467200 ,0.329777470 ,0.329905760 ,0.329958830 ,0.329980800 
41,4.61 ,0.13 ,8.00 ,0.000990200 ,0.000988950 ,0.000987790 ,0.000986740 ,0.000985750 ,0.000984810 ,0.000983880 ,0.000982950 ,0.000982010 ,0.000981060 ,0.000980070 ,0.000979070 ,0.000978040 ,0.000976980 ,0.000975900 ,0.000974790 ,0.000973650 ,0.000972480 ,0.000971280 
782,4.33 ,0.25 ,8.00 ,0.000989430 ,0.000988150 ,0.000986960 ,0.000985870 ,0.000984840 ,0.000983850 ,0.000982870 ,0.000981890 ,0.000980900 ,0.000979890 ,0.000978850 ,0.000977790 ,0.000976700 ,0.000975590 ,0.000974440 ,0.000973270 ,0.000972070 ,0.000970840 ,0.000969580 
179,2.54 ,0.22 ,13.00 ,0.000988040 ,0.000987060 ,0.000986060 ,0.000985070 ,0.000984080 ,0.000983080 ,0.000982070 ,0.000981030 ,0.000980810 ,0.007347370 ,0.169133190 ,0.265573380 ,0.303368610 ,0.318814270 ,0.325270920 ,0.327993640 ,0.329145640 ,0.329633780 ,0.329840810 
545,1.35 ,0.24 ,6.00 ,0.000970440 ,0.000968230 ,0.000966220 ,0.000964250 ,0.000962270 ,0.000960290 ,0.000958280 ,0.000956250 ,0.000954260 ,0.000956950 ,0.001270860 ,0.009996000 ,0.110340220 ,0.226661080 ,0.282641560 ,0.308099650 ,0.319805330 ,0.325234460 ,0.327765310 
187,2.02 ,0.30 ,14.00 ,0.000987690 ,0.000986740 ,0.000985760 ,0.000984780 ,0.000983790 ,0.000983180 ,0.006972980 ,0.171576440 ,0.267104470 ,0.304173920 ,0.319222960 ,0.325474540 ,0.328094170 ,0.329195390 ,0.329658900 ,0.329854120 ,0.329936390 ,0.329971090 ,0.329985740 
597,3.98 ,0.11 ,20.00 ,0.000992770 ,0.000992120 ,0.000991450 ,0.000990790 ,0.000990130 ,0.000989460 ,0.000988770 ,0.000988060 ,0.000988170 ,0.052379920 ,0.223730860 ,0.288616310 ,0.313341750 ,0.323209400 ,0.327217920 ,0.328856610 ,0.329528050 ,0.329803400 ,0.329916390 
339,1.89 ,0.26 ,11.00 ,0.000984520 ,0.000983370 ,0.000982170 ,0.000980970 ,0.000979780 ,0.000978570 ,0.000977370 ,0.001023010 ,0.024436050 ,0.187312570 ,0.270957940 ,0.304978520 ,0.319261410 ,0.325366020 ,0.327994100 ,0.329128900 ,0.329619640 ,0.329832090 ,0.329924160 
588,4.10 ,0.11 ,16.00 ,0.000991870 ,0.000991090 ,0.000990320 ,0.000989560 ,0.000988820 ,0.000988070 ,0.000987300 ,0.000986520 ,0.000985710 ,0.000984890 ,0.000984040 ,0.000983170 ,0.001884160 ,0.144275500 ,0.258057000 ,0.300983970 ,0.318055260 ,0.325042560 ,0.327933560 
553,3.12 ,0.23 ,17.00 ,0.000990990 ,0.000990220 ,0.000989430 ,0.000988650 ,0.000987870 ,0.000987080 ,0.000986260 ,0.000985460 ,0.004773850 ,0.173921790 ,0.269463890 ,0.305560470 ,0.319959370 ,0.325847100 ,0.328276620 ,0.329282440 ,0.329699380 ,0.329872320 ,0.329944120 
594,4.02 ,0.10 ,16.00 ,0.000991780 ,0.000991000 ,0.000990220 ,0.000989460 ,0.000988710 ,0.000987950 ,0.000987180 ,0.000986390 ,0.000985580 ,0.000984750 ,0.000983890 ,0.000983200 ,0.011217180 ,0.188682290 ,0.274634340 ,0.307497080 ,0.320709230 ,0.326139320 ,0.328389210 
797,2.35 ,0.22 ,5.00 ,0.000975780 ,0.000973180 ,0.000971110 ,0.000969230 ,0.000967440 ,0.000965680 ,0.000963940 ,0.000962180 ,0.000960420 ,0.000958630 ,0.000956810 ,0.000954950 ,0.000953060 ,0.000951130 ,0.000949150 ,0.000947150 ,0.000945090 ,0.000943000 ,0.000940870 
164,3.97 ,0.23 ,12.00 ,0.000990280 ,0.000989320 ,0.000988360 ,0.000987440 ,0.000986550 ,0.000985670 ,0.000984780 ,0.000983870 ,0.000982940 ,0.000981990 ,0.000981010 ,0.000980010 ,0.000978980 ,0.000977930 ,0.000976850 ,0.000975740 ,0.000978470 ,0.010396640 ,0.173115870 
194,2.08 ,0.20 ,12.00 ,0.000986180 ,0.000985110 ,0.000984000 ,0.000982910 ,0.000981810 ,0.000980710 ,0.000979580 ,0.000992480 ,0.025193520 ,0.193437080 ,0.274371700 ,0.306711520 ,0.320123200 ,0.325788420 ,0.328198620 ,0.329226910 ,0.329666230 ,0.329854070 ,0.329934470 
795,2.05 ,0.23 ,19.00 ,0.000990520 ,0.000989780 ,0.000989010 ,0.000988770 ,0.042049720 ,0.217734350 ,0.286270780 ,0.312382150 ,0.322810850 ,0.327052960 ,0.328789610 ,0.329502060 ,0.329794550 ,0.329914640 ,0.329963950 ,0.329984210 ,0.329992530 ,0.329995960 ,0.329997380 
105,4.86 ,0.21 ,13.00 ,0.000992070 ,0.000991190 ,0.000990340 ,0.000989540 ,0.000988770 ,0.000988000 ,0.000987230 ,0.000986440 ,0.000985640 ,0.000984810 ,0.000983960 ,0.000983090 ,0.000982190 ,0.000981270 ,0.000980330 ,0.000979360 ,0.000978360 ,0.000977340 ,0.000976340 
383,1.60 ,0.30 ,16.00 ,0.000988290 ,0.000987420 ,0.000986520 ,0.001120010 ,0.105200770 ,0.242850420 ,0.295092530 ,0.315678490 ,0.324071370 ,0.327537710 ,0.328975770 ,0.329573240 ,0.329821580 ,0.329924820 ,0.329967750 ,0.329985600 ,0.329993030 ,0.329996130 ,0.329997430 
999,2.24 ,0.15 ,11.00 ,0.000985620 ,0.000984490 ,0.000983320 ,0.000982170 ,0.000981020 ,0.000979870 ,0.000978700 ,0.000977510 ,0.000976320 ,0.001093970 ,0.048787260 ,0.208069930 ,0.279515010 ,0.308599090 ,0.320826450 ,0.326047950 ,0.328291650 ,0.329258340 ,0.329675430 
695,2.13 ,0.12 ,13.00 ,0.000987140 ,0.000986140 ,0.000985110 ,0.000984080 ,0.000983050 ,0.000982010 ,0.000981110 ,0.002826140 ,0.137983110 ,0.253219170 ,0.298387150 ,0.316737980 ,0.324394300 ,0.327622290 ,0.328988630 ,0.329567920 ,0.329813740 ,0.329918130 ,0.329962500 
99,4.96 ,0.22 ,15.00 ,0.000992630 ,0.000991850 ,0.000991080 ,0.000990350 ,0.000989640 ,0.000988920 ,0.000988200 ,0.000987460 ,0.000986700 ,0.000985930 ,0.000985130 ,0.000984300 ,0.000983460 ,0.000982590 ,0.000981700 ,0.000980780 ,0.001015010 ,0.074882970 ,0.229403670 
703,3.60 ,0.14 ,13.00 ,0.000990070 ,0.000989140 ,0.000988210 ,0.000987310 ,0.000986430 ,0.000985540 ,0.000984650 ,0.000983730 ,0.000982790 ,0.000981830 ,0.000980850 ,0.000979840 ,0.000978800 ,0.000993380 ,0.040451300 ,0.208350600 ,0.280858230 ,0.309577790 ,0.321406640 
166,3.73 ,0.12 ,10.00 ,0.000988870 ,0.000987740 ,0.000986630 ,0.000985590 ,0.000984580 ,0.000983590 ,0.000982590 ,0.000981580 ,0.000980550 ,0.000979500 ,0.000978420 ,0.000977310 ,0.000976170 ,0.000975010 ,0.000973820 ,0.000972600 ,0.000971340 ,0.000970060 ,0.000968800 
363,3.45 ,0.12 ,15.00 ,0.000990630 ,0.000989800 ,0.000988950 ,0.000988120 ,0.000987300 ,0.000986460 ,0.000985620 ,0.000984750 ,0.000983860 ,0.000982950 ,0.000983980 ,0.021593410 ,0.197271260 ,0.277324570 ,0.308395030 ,0.321012100 ,0.326238770 ,0.328420070 ,0.329332960 
764,4.47 ,0.19 ,13.00 ,0.000991480 ,0.000990590 ,0.000989710 ,0.000988880 ,0.000988070 ,0.000987270 ,0.000986460 ,0.000985640 ,0.000984790 ,0.000983920 ,0.000983030 ,0.000982120 ,0.000981180 ,0.000980220 ,0.000979230 ,0.000978210 ,0.000977170 ,0.001043690 ,0.065204080 
573,2.23 ,0.14 ,8.00 ,0.000981790 ,0.000980290 ,0.000978800 ,0.000977360 ,0.000975950 ,0.000974540 ,0.000973130 ,0.000971690 ,0.000970220 ,0.000968730 ,0.000967200 ,0.000965640 ,0.000964080 ,0.000976100 ,0.004413080 ,0.107272040 ,0.232558160 ,0.287666080 ,0.311329720 
366,4.04 ,0.30 ,14.00 ,0.000991170 ,0.000990310 ,0.000989450 ,0.000988630 ,0.000987820 ,0.000987010 ,0.000986190 ,0.000985350 ,0.000984490 ,0.000983610 ,0.000982700 ,0.000981770 ,0.000980810 ,0.000979850 ,0.001772750 ,0.129849070 ,0.251221100 ,0.297931800 ,0.316671660 
299,4.85 ,0.12 ,15.00 ,0.000992510 ,0.000991720 ,0.000990950 ,0.000990210 ,0.000989490 ,0.000988770 ,0.000988040 ,0.000987290 ,0.000986520 ,0.000985730 ,0.000984930 ,0.000984090 ,0.000983240 ,0.000982360 ,0.000981460 ,0.000980580 ,0.003093320 ,0.155726370 ,0.261819820 
767,1.84 ,0.11 ,8.00 ,0.000979790 ,0.000978260 ,0.000976720 ,0.000975200 ,0.000973700 ,0.000972200 ,0.000970680 ,0.000969140 ,0.000967570 ,0.000965990 ,0.000973940 ,0.003187160 ,0.083911360 ,0.219730520 ,0.281989820 ,0.308778550 ,0.320540170 ,0.325763970 ,0.328096540 
969,4.17 ,0.15 ,19.00 ,0.000992720 ,0.000992040 ,0.000991360 ,0.000990690 ,0.000990020 ,0.000989340 ,0.000988640 ,0.000987930 ,0.000987190 ,0.000986490 ,0.016172890 ,0.200180290 ,0.279791990 ,0.309819920 ,0.321764150 ,0.326618470 ,0.328606700 ,0.329423300 ,0.329759060 
932,4.86 ,0.25 ,14.00 ,0.000992300 ,0.000991470 ,0.000990660 ,0.000989890 ,0.000989150 ,0.000988400 ,0.000987650 ,0.000986890 ,0.000986100 ,0.000985290 ,0.000984470 ,0.000983610 ,0.000982740 ,0.000981840 ,0.000980920 ,0.000979970 ,0.000979000 ,0.001001130 ,0.057725500 
787,2.52 ,0.23 ,20.00 ,0.000991420 ,0.000990720 ,0.000990000 ,0.000989280 ,0.000989150 ,0.053671800 ,0.224551580 ,0.288969970 ,0.313501800 ,0.323284080 ,0.327253830 ,0.328874700 ,0.329537900 ,0.329809450 ,0.329920670 ,0.329966240 ,0.329984910 ,0.329992580 ,0.329995730 
995,2.18 ,0.23 ,15.00 ,0.000988630 ,0.000987740 ,0.000986820 ,0.000985900 ,0.000984970 ,0.000984260 ,0.006190580 ,0.171562260 ,0.267570760 ,0.304508070 ,0.319416590 ,0.325578000 ,0.328147000 ,0.329221580 ,0.329671630 ,0.329860230 ,0.329939310 ,0.329972490 ,0.329986430 
731,1.56 ,0.10 ,8.00 ,0.000978440 ,0.000976870 ,0.000975280 ,0.000973720 ,0.000972150 ,0.000970590 ,0.000969000 ,0.000967400 ,0.000976330 ,0.004126670 ,0.104567690 ,0.231187620 ,0.287069570 ,0.311066850 ,0.321585290 ,0.326244850 ,0.328319040 ,0.329244770 ,0.329658700 
372,4.36 ,0.27 ,14.00 ,0.000991610 ,0.000990760 ,0.000989930 ,0.000989130 ,0.000988340 ,0.000987560 ,0.000986760 ,0.000985950 ,0.000985120 ,0.000984270 ,0.000983390 ,0.000982490 ,0.000981570 ,0.000980620 ,0.000979640 ,0.001017600 ,0.066381590 ,0.224127690 ,0.287344230 
